,Sno,Customer_number,Insurance,balance,housing,loan,contact,duration,campaign,last_contact_day,previous,poutcome,Term Deposit,Count_Txn
22893,22893,23894,no,224.0,no,no,cellular,108.0,5,1,0,,no,441.0
22894,22894,23895,no,272.0,no,yes,telephone,146.0,18,1,0,,no,315.0
22895,22895,23896,no,354.0,no,no,cellular,358.0,3,1,0,,no,392.0
22896,22896,23897,no,1451.0,no,no,cellular,308.0,7,1,0,,no,353.0
22897,22897,23898,no,1331.0,no,no,cellular,240.0,9,1,0,,no,391.0
22898,22898,23899,no,94.0,no,no,cellular,45.0,11,1,0,,no,243.0
22899,22899,23900,no,778.0,yes,no,cellular,230.0,5,1,0,,no,245.0
22900,22900,23901,no,44.0,no,yes,cellular,98.0,3,1,0,,no,198.0
22901,22901,23902,no,46.0,no,no,cellular,90.0,2,1,0,,no,250.0
22902,22902,23903,no,1303.0,no,no,cellular,83.0,4,1,0,,no,445.0
22903,22903,23904,no,0.0,no,no,cellular,128.0,5,1,0,,no,482.0
22904,22904,23905,no,0.0,no,no,cellular,194.0,9,1,0,,no,234.0
22905,22905,23906,no,338.0,no,no,cellular,941.0,3,1,0,,no,255.0
22906,22906,23907,no,917.0,no,no,cellular,56.0,6,1,0,,no,216.0
22907,22907,23908,no,1035.0,no,no,cellular,1374.0,10,1,0,,yes,114.0
22908,22908,23909,no,0.0,no,no,cellular,249.0,6,1,0,,no,362.0
22909,22909,23910,no,746.0,no,no,cellular,372.0,5,1,0,,yes,112.0
22910,22910,23911,no,333.0,no,no,cellular,90.0,4,1,0,,no,436.0
22911,22911,23912,no,161.0,no,no,cellular,19.0,17,1,0,,no,323.0
22912,22912,23913,no,93.0,yes,no,cellular,69.0,4,1,0,,no,336.0
22913,22913,23914,no,268.0,no,no,cellular,127.0,5,1,0,,no,475.0
22914,22914,23915,no,50.0,no,no,cellular,63.0,6,1,0,,no,467.0
22915,22915,23916,no,3674.0,no,no,cellular,122.0,3,1,0,,no,255.0
22916,22916,23917,no,0.0,no,no,cellular,179.0,16,1,0,,no,160.0
22917,22917,23918,no,1499.0,no,no,cellular,66.0,21,1,0,,no,359.0
22918,22918,23919,no,771.0,yes,no,cellular,106.0,8,1,0,,no,411.0
22919,22919,23920,no,9864.0,no,no,cellular,69.0,4,1,0,,no,259.0
22920,22920,23921,no,295.0,yes,no,cellular,109.0,3,1,0,,no,423.0
22921,22921,23922,no,437.0,no,no,cellular,435.0,5,1,0,,no,373.0
22922,22922,23923,no,807.0,yes,yes,cellular,209.0,6,1,0,,no,234.0
22923,22923,23924,no,2536.0,yes,no,cellular,958.0,6,1,0,,yes,491.0
22924,22924,23925,no,1322.0,no,no,cellular,170.0,3,1,0,,no,383.0
22925,22925,23926,no,392.0,no,no,cellular,95.0,6,1,0,,no,307.0
22926,22926,23927,no,17297.0,no,no,cellular,664.0,11,1,0,,yes,463.0
22927,22927,23928,no,7073.0,no,no,cellular,479.0,6,1,0,,no,173.0
22928,22928,23929,no,7935.0,no,no,cellular,427.0,17,1,0,,no,199.0
22929,22929,23930,no,1401.0,no,no,cellular,77.0,8,1,0,,no,199.0
22930,22930,23931,no,526.0,no,yes,cellular,60.0,6,1,0,,no,278.0
22931,22931,23932,no,675.0,no,no,cellular,49.0,13,1,0,,no,393.0
22932,22932,23933,no,175.0,yes,no,cellular,102.0,7,1,0,,no,329.0
22933,22933,23934,no,0.0,no,no,cellular,73.0,4,1,0,,no,442.0
22934,22934,23935,no,973.0,no,no,cellular,109.0,9,1,0,,no,281.0
22935,22935,23936,no,111.0,no,no,cellular,179.0,8,1,0,,no,492.0
22936,22936,23937,no,39.0,no,no,cellular,175.0,11,1,0,,no,349.0
22937,22937,23938,no,5535.0,no,no,cellular,0.0,15,1,0,,no,170.0
22938,22938,23939,no,22.0,no,no,cellular,388.0,6,1,0,,yes,256.0
22939,22939,23940,no,2251.0,no,no,cellular,338.0,9,1,0,,no,180.0
22940,22940,23941,no,1578.0,no,yes,cellular,85.0,6,1,0,,no,290.0
22941,22941,23942,no,87.0,no,no,cellular,42.0,7,1,0,,no,285.0
22942,22942,23943,no,292.0,no,no,cellular,146.0,9,1,0,,no,122.0
22943,22943,23944,no,2.0,no,no,cellular,105.0,10,1,0,,no,419.0
22944,22944,23945,no,1285.0,no,no,cellular,100.0,4,1,0,,no,328.0
22945,22945,23946,no,1.0,no,no,cellular,112.0,4,1,0,,no,232.0
22946,22946,23947,no,18.0,no,no,cellular,55.0,4,1,0,,no,489.0
22947,22947,23948,no,2625.0,yes,no,cellular,67.0,3,1,0,,no,452.0
22948,22948,23949,no,309.0,no,no,cellular,94.0,14,1,0,,no,301.0
22949,22949,23950,no,409.0,no,yes,cellular,74.0,4,1,0,,no,207.0
22950,22950,23951,no,714.0,yes,no,cellular,135.0,22,1,0,,no,120.0
22951,22951,23952,no,0.0,no,no,cellular,60.0,5,1,0,,no,255.0
22952,22952,23953,no,10.0,no,no,cellular,276.0,8,1,0,,no,249.0
22953,22953,23954,no,0.0,no,no,cellular,159.0,4,1,0,,no,268.0
22954,22954,23955,no,7005.0,no,no,cellular,171.0,4,1,0,,no,280.0
22955,22955,23956,no,19.0,no,no,cellular,26.0,10,1,0,,no,135.0
22956,22956,23957,no,1326.0,no,no,cellular,93.0,2,1,0,,no,497.0
22957,22957,23958,no,32.0,no,yes,cellular,137.0,2,1,0,,no,346.0
22958,22958,23959,no,250.0,no,no,cellular,64.0,2,1,0,,no,262.0
22959,22959,23960,no,0.0,no,no,cellular,102.0,2,1,0,,no,187.0
22960,22960,23961,no,206.0,no,no,cellular,87.0,6,1,0,,no,420.0
22961,22961,23962,no,1596.0,yes,no,cellular,106.0,7,1,0,,no,272.0
22962,22962,23963,no,370.0,yes,no,cellular,108.0,7,1,0,,no,496.0
22963,22963,23964,no,0.0,no,no,cellular,60.0,2,1,0,,no,176.0
22964,22964,23965,no,436.0,no,no,cellular,312.0,2,1,0,,no,393.0
22965,22965,23966,no,0.0,no,no,cellular,92.0,2,1,0,,no,469.0
22966,22966,23967,no,659.0,no,no,cellular,274.0,2,1,0,,no,133.0
22967,22967,23968,no,50.0,no,no,cellular,178.0,2,1,0,,no,499.0
22968,22968,23969,no,176.0,no,yes,cellular,80.0,2,1,0,,no,262.0
22969,22969,23970,no,50.0,no,no,cellular,169.0,2,1,0,,no,144.0
22970,22970,23971,no,1413.0,no,no,telephone,81.0,5,1,0,,no,163.0
22971,22971,23972,no,31.0,no,yes,cellular,395.0,2,1,0,,no,444.0
22972,22972,23973,yes,11.0,no,no,cellular,317.0,5,1,0,,no,253.0
22973,22973,23974,no,276.0,no,no,cellular,217.0,2,1,0,,no,371.0
22974,22974,23975,no,60.0,no,yes,cellular,196.0,2,1,0,,no,102.0
22975,22975,23976,no,231.0,yes,no,cellular,221.0,2,1,0,,no,210.0
22976,22976,23977,no,21.0,no,no,cellular,634.0,2,1,0,,no,281.0
22977,22977,23978,no,6.0,no,no,cellular,700.0,2,1,0,,no,176.0
22978,22978,23979,no,446.0,no,no,cellular,67.0,6,1,0,,no,467.0
22979,22979,23980,no,222.0,no,no,cellular,80.0,16,1,0,,no,477.0
22980,22980,23981,no,0.0,no,no,cellular,185.0,4,1,0,,no,439.0
22981,22981,23982,no,7838.0,no,no,cellular,17.0,23,1,0,,no,137.0
22982,22982,23983,no,3478.0,no,no,cellular,165.0,4,1,0,,no,397.0
22983,22983,23984,no,121.0,no,no,cellular,210.0,6,1,0,,no,385.0
22984,22984,23985,no,0.0,no,no,cellular,76.0,2,1,0,,no,256.0
22985,22985,23986,no,0.0,no,no,cellular,64.0,2,1,0,,no,379.0
22986,22986,23987,no,612.0,no,no,cellular,131.0,2,1,0,,no,138.0
22987,22987,23988,no,15.0,no,yes,cellular,252.0,2,1,0,,no,210.0
22988,22988,23989,no,17555.0,no,no,cellular,14.0,14,1,0,,no,231.0
22989,22989,23990,yes,190.0,no,yes,cellular,92.0,4,1,0,,no,470.0
22990,22990,23991,no,0.0,no,no,cellular,748.0,3,1,0,,no,434.0
22991,22991,23992,no,218.0,no,no,cellular,267.0,4,1,0,,no,321.0
22992,22992,23993,no,0.0,no,no,telephone,176.0,15,1,0,,no,296.0
22993,22993,23994,no,1396.0,no,yes,cellular,104.0,2,1,0,,no,403.0
22994,22994,23995,no,0.0,no,no,cellular,65.0,4,1,0,,no,296.0
22995,22995,23996,no,0.0,no,no,cellular,181.0,2,1,0,,no,103.0
22996,22996,23997,no,4644.0,no,no,cellular,29.0,12,1,0,,no,387.0
22997,22997,23998,no,166.0,yes,yes,cellular,176.0,2,1,0,,no,126.0
22998,22998,23999,no,6343.0,yes,no,cellular,28.0,20,1,0,,no,241.0
22999,22999,24000,no,2688.0,no,yes,cellular,610.0,2,1,0,,no,441.0
23000,23000,24001,no,965.0,no,no,cellular,345.0,4,1,0,,no,218.0
23001,23001,24002,no,19.0,no,no,cellular,191.0,2,1,0,,no,285.0
23002,23002,24003,no,3096.0,no,no,cellular,18.0,17,1,0,,no,274.0
23003,23003,24004,no,94.0,yes,no,cellular,541.0,2,1,0,,no,362.0
23004,23004,24005,no,0.0,no,no,cellular,67.0,2,1,0,,no,110.0
23005,23005,24006,no,316.0,no,no,cellular,137.0,2,1,0,,no,171.0
23006,23006,24007,no,0.0,no,no,cellular,94.0,2,1,0,,no,164.0
23007,23007,24008,no,0.0,no,no,cellular,259.0,2,1,0,,no,328.0
23008,23008,24009,no,630.0,no,no,cellular,146.0,2,1,0,,no,308.0
23009,23009,24010,no,0.0,no,no,cellular,292.0,2,1,0,,no,294.0
23010,23010,24011,no,3.0,no,no,cellular,153.0,14,1,0,,no,217.0
23011,23011,24012,no,272.0,no,no,cellular,103.0,2,1,0,,no,491.0
23012,23012,24013,no,414.0,no,no,cellular,142.0,2,1,0,,no,123.0
23013,23013,24014,no,0.0,no,no,cellular,392.0,2,1,0,,no,413.0
23014,23014,24015,no,29.0,no,no,cellular,179.0,2,1,0,,no,442.0
23015,23015,24016,no,512.0,no,no,cellular,123.0,2,1,0,,no,186.0
23016,23016,24017,no,17.0,no,no,cellular,239.0,2,1,0,,no,130.0
23017,23017,24018,no,188.0,no,no,cellular,286.0,2,1,0,,no,330.0
23018,23018,24019,no,813.0,no,no,cellular,358.0,2,1,0,,no,305.0
23019,23019,24020,no,1752.0,no,no,cellular,312.0,2,1,0,,no,227.0
23020,23020,24021,no,0.0,no,no,cellular,126.0,2,1,0,,no,357.0
23021,23021,24022,no,273.0,no,no,cellular,417.0,2,1,0,,no,134.0
23022,23022,24023,no,19.0,no,no,cellular,131.0,2,1,0,,no,144.0
23023,23023,24024,no,0.0,no,no,cellular,392.0,2,1,0,,no,355.0
23024,23024,24025,no,827.0,yes,yes,cellular,85.0,16,1,0,,no,244.0
23025,23025,24026,no,0.0,yes,no,cellular,24.0,16,1,0,,no,346.0
23026,23026,24027,no,1313.0,no,no,cellular,80.0,6,1,0,,no,104.0
23027,23027,24028,no,1764.0,no,yes,cellular,119.0,6,1,0,,no,211.0
23028,23028,24029,no,1219.0,yes,no,cellular,168.0,5,1,0,,no,353.0
23029,23029,24030,no,798.0,no,no,telephone,66.0,10,1,0,,no,198.0
23030,23030,24031,no,725.0,no,no,cellular,460.0,10,1,0,,no,365.0
23031,23031,24032,no,154.0,no,no,cellular,183.0,10,1,0,,no,442.0
23032,23032,24033,no,0.0,no,no,cellular,189.0,4,1,0,,no,209.0
23033,23033,24034,no,431.0,no,no,cellular,73.0,17,1,0,,no,292.0
23034,23034,24035,no,9645.0,no,yes,cellular,130.0,10,1,0,,no,163.0
23035,23035,24036,no,5167.0,no,no,cellular,10.0,18,1,0,,no,201.0
23036,23036,24037,no,612.0,no,no,cellular,139.0,4,1,0,,no,397.0
23037,23037,24038,no,0.0,no,no,cellular,168.0,4,1,0,,no,246.0
23038,23038,24039,no,0.0,no,no,cellular,99.0,2,1,0,,no,299.0
23039,23039,24040,no,0.0,no,no,cellular,97.0,3,1,0,,no,472.0
23040,23040,24041,no,73.0,no,yes,cellular,43.0,2,1,0,,no,127.0
23041,23041,24042,no,11.0,no,no,telephone,15.0,10,1,0,,no,125.0
23042,23042,24043,no,0.0,yes,no,cellular,204.0,2,1,0,,no,335.0
23043,23043,24044,yes,51.0,no,yes,cellular,173.0,2,1,0,,no,291.0
23044,23044,24045,no,588.0,yes,no,cellular,260.0,4,1,0,,no,362.0
23045,23045,24046,no,471.0,no,no,cellular,169.0,2,1,0,,no,440.0
23046,23046,24047,no,579.0,no,no,cellular,83.0,4,1,0,,no,404.0
23047,23047,24048,no,231.0,no,no,cellular,428.0,2,1,0,,yes,247.0
23048,23048,24049,no,2.0,no,no,cellular,164.0,2,1,0,,no,480.0
23049,23049,24050,no,3773.0,no,no,cellular,124.0,4,1,0,,no,424.0
23050,23050,24051,no,55.0,yes,no,cellular,107.0,4,1,0,,no,188.0
23051,23051,24052,no,6.0,no,no,cellular,130.0,2,1,0,,no,343.0
23052,23052,24053,no,608.0,no,no,cellular,128.0,2,1,0,,no,263.0
23053,23053,24054,no,9.0,no,no,cellular,484.0,2,1,0,,no,211.0
23054,23054,24055,no,5.0,no,no,cellular,63.0,2,1,0,,no,496.0
23055,23055,24056,no,145.0,no,no,cellular,174.0,2,1,0,,no,141.0
23056,23056,24057,no,0.0,no,no,cellular,240.0,2,1,0,,no,123.0
23057,23057,24058,no,0.0,no,no,cellular,71.0,4,1,0,,no,126.0
23058,23058,24059,no,108.0,no,no,cellular,210.0,6,1,0,,no,224.0
23059,23059,24060,no,544.0,no,yes,cellular,111.0,4,1,0,,no,107.0
23060,23060,24061,no,0.0,no,no,cellular,436.0,2,1,0,,no,320.0
23061,23061,24062,no,581.0,yes,no,cellular,79.0,6,1,0,,no,230.0
23062,23062,24063,no,0.0,yes,no,cellular,22.0,38,1,0,,no,152.0
23063,23063,24064,no,0.0,no,no,cellular,101.0,4,1,0,,no,112.0
23064,23064,24065,no,38.0,no,no,cellular,194.0,8,1,0,,no,476.0
23065,23065,24066,no,4852.0,no,no,cellular,41.0,11,1,0,,no,437.0
23066,23066,24067,no,275.0,no,no,cellular,31.0,8,1,0,,no,178.0
23067,23067,24068,no,1245.0,no,no,cellular,17.0,15,1,0,,no,171.0
23068,23068,24069,no,841.0,no,no,cellular,301.0,6,1,0,,no,326.0
23069,23069,24070,no,83.0,no,no,cellular,1223.0,6,1,0,,yes,412.0
23070,23070,24071,yes,471.0,yes,no,cellular,73.0,4,1,0,,no,200.0
23071,23071,24072,no,79.0,yes,no,cellular,12.0,16,1,0,,no,372.0
23072,23072,24073,no,1243.0,no,no,cellular,1000.0,4,1,0,,yes,293.0
23073,23073,24074,no,34.0,no,no,cellular,333.0,4,1,0,,no,287.0
23074,23074,24075,no,2537.0,no,no,cellular,219.0,6,1,0,,no,163.0
23075,23075,24076,no,284.0,no,no,cellular,266.0,5,1,0,,no,277.0
23076,23076,24077,no,0.0,no,no,cellular,362.0,6,1,0,,no,304.0
23077,23077,24078,no,254.0,no,no,cellular,224.0,6,1,0,,no,267.0
23078,23078,24079,no,301.0,no,no,cellular,241.0,7,1,0,,no,495.0
23079,23079,24080,no,0.0,no,no,cellular,471.0,8,1,0,,no,114.0
23080,23080,24081,no,1617.0,no,no,cellular,55.0,4,1,0,,no,114.0
23081,23081,24082,no,3220.0,no,no,cellular,74.0,4,1,0,,no,179.0
23082,23082,24083,no,5.0,no,yes,cellular,300.0,4,1,0,,no,486.0
23083,23083,24084,no,231.0,no,no,cellular,130.0,6,1,0,,no,447.0
23084,23084,24085,yes,5.0,yes,no,cellular,520.0,4,1,0,,no,372.0
23085,23085,24086,no,236.0,no,no,cellular,72.0,4,1,0,,no,345.0
23086,23086,24087,no,385.0,no,yes,cellular,96.0,4,1,0,,no,296.0
23087,23087,24088,no,505.0,no,no,cellular,320.0,5,1,0,,no,179.0
23088,23088,24089,no,10.0,no,no,cellular,301.0,16,1,0,,no,271.0
23089,23089,24090,no,533.0,no,no,cellular,234.0,4,1,0,,no,239.0
23090,23090,24091,no,7.0,no,no,cellular,75.0,4,1,0,,no,424.0
23091,23091,24092,no,71.0,no,yes,cellular,78.0,4,1,0,,no,136.0
23092,23092,24093,no,725.0,no,no,cellular,162.0,13,1,0,,no,235.0
23093,23093,24094,no,2362.0,yes,no,cellular,271.0,4,1,0,,no,458.0
23094,23094,24095,no,434.0,no,no,cellular,76.0,4,1,0,,no,192.0
23095,23095,24096,no,4687.0,no,no,cellular,10.0,19,1,0,,no,117.0
23096,23096,24097,no,370.0,yes,no,telephone,39.0,6,1,0,,no,193.0
23097,23097,24098,no,0.0,no,no,cellular,30.0,20,1,0,,no,262.0
23098,23098,24099,no,3867.0,no,no,cellular,257.0,12,1,0,,no,342.0
23099,23099,24100,no,362.0,no,yes,cellular,160.0,6,1,0,,no,330.0
23100,23100,24101,no,41.0,no,no,cellular,140.0,6,1,0,,no,117.0
23101,23101,24102,no,297.0,yes,no,cellular,63.0,4,1,0,,no,380.0
23102,23102,24103,no,219.0,no,no,cellular,358.0,4,1,0,,no,358.0
23103,23103,24104,no,0.0,no,no,cellular,120.0,6,1,0,,no,444.0
23104,23104,24105,no,487.0,yes,no,cellular,532.0,14,1,0,,no,312.0
23105,23105,24106,no,0.0,no,no,cellular,175.0,6,1,0,,no,472.0
23106,23106,24107,no,0.0,no,no,cellular,112.0,10,1,0,,no,107.0
23107,23107,24108,no,10150.0,yes,no,cellular,157.0,5,1,0,,no,334.0
23108,23108,24109,no,1113.0,no,no,cellular,264.0,20,1,0,,no,158.0
23109,23109,24110,no,392.0,no,no,cellular,119.0,3,1,0,,no,336.0
23110,23110,24111,yes,0.0,no,no,cellular,172.0,5,1,0,,no,361.0
23111,23111,24112,no,469.0,no,no,cellular,158.0,9,1,0,,no,202.0
23112,23112,24113,no,22815.0,no,no,cellular,653.0,8,1,0,,no,257.0
23113,23113,24114,no,1092.0,no,no,cellular,205.0,7,1,0,,no,374.0
23114,23114,24115,no,23.0,no,no,cellular,133.0,11,1,0,,no,216.0
23115,23115,24116,no,0.0,no,no,cellular,277.0,3,1,0,,no,339.0
23116,23116,24117,no,1974.0,no,no,cellular,603.0,3,1,0,,no,324.0
23117,23117,24118,no,1271.0,yes,no,cellular,303.0,5,1,0,,no,136.0
23118,23118,24119,no,25.0,no,no,cellular,265.0,16,1,0,,no,399.0
23119,23119,24120,no,734.0,no,no,cellular,195.0,9,1,0,,no,498.0
23120,23120,24121,no,517.0,no,no,cellular,77.0,4,1,0,,no,217.0
23121,23121,24122,no,0.0,no,no,cellular,130.0,4,1,0,,no,375.0
23122,23122,24123,no,7744.0,no,no,cellular,377.0,8,1,0,,no,421.0
23123,23123,24124,no,0.0,no,no,cellular,454.0,2,1,0,,no,180.0
23124,23124,24125,no,21.0,no,no,cellular,61.0,7,1,0,,no,159.0
23125,23125,24126,no,69.0,no,no,cellular,183.0,3,1,0,,no,225.0
23126,23126,24127,no,274.0,yes,no,cellular,218.0,5,1,0,,no,244.0
23127,23127,24128,no,326.0,no,no,cellular,182.0,7,1,0,,no,188.0
23128,23128,24129,no,382.0,no,no,cellular,384.0,4,1,0,,no,487.0
23129,23129,24130,no,1.0,no,no,cellular,107.0,5,1,0,,no,205.0
23130,23130,24131,no,257.0,no,no,cellular,57.0,10,1,0,,no,298.0
23131,23131,24132,no,631.0,no,no,cellular,145.0,5,1,0,,no,379.0
23132,23132,24133,no,893.0,no,no,cellular,45.0,3,1,0,,no,256.0
23133,23133,24134,no,1005.0,no,no,cellular,209.0,7,1,0,,no,454.0
23134,23134,24135,no,915.0,no,yes,cellular,89.0,3,1,0,,no,373.0
23135,23135,24136,no,12.0,no,no,cellular,225.0,3,1,0,,no,341.0
23136,23136,24137,no,370.0,no,no,cellular,128.0,12,1,0,,no,105.0
23137,23137,24138,no,745.0,no,no,cellular,168.0,9,1,0,,no,159.0
23138,23138,24139,no,382.0,no,yes,cellular,98.0,7,1,0,,no,460.0
23139,23139,24140,no,479.0,no,no,cellular,65.0,2,1,0,,no,472.0
23140,23140,24141,no,0.0,no,no,cellular,168.0,4,1,0,,no,261.0
23141,23141,24142,no,1111.0,no,no,telephone,385.0,9,1,0,,no,136.0
23142,23142,24143,no,796.0,no,yes,cellular,366.0,13,1,0,,no,198.0
23143,23143,24144,no,957.0,no,no,cellular,198.0,5,1,0,,no,162.0
23144,23144,24145,no,5910.0,no,no,cellular,75.0,3,1,0,,no,342.0
23145,23145,24146,no,0.0,no,no,cellular,104.0,9,1,0,,no,173.0
23146,23146,24147,no,608.0,no,no,cellular,125.0,2,1,0,,no,482.0
23147,23147,24148,yes,0.0,no,yes,cellular,109.0,14,1,0,,no,318.0
23148,23148,24149,no,0.0,no,no,cellular,58.0,7,1,0,,no,336.0
23149,23149,24150,no,154.0,no,no,cellular,556.0,7,1,0,,yes,383.0
23150,23150,24151,no,3160.0,no,no,cellular,100.0,4,1,0,,no,117.0
23151,23151,24152,no,699.0,no,no,cellular,20.0,8,1,0,,no,320.0
23152,23152,24153,no,10.0,no,no,cellular,133.0,7,1,0,,no,486.0
23153,23153,24154,no,363.0,no,no,cellular,101.0,2,1,0,,no,217.0
23154,23154,24155,yes,0.0,yes,no,cellular,240.0,5,1,0,,no,231.0
23155,23155,24156,no,387.0,no,no,cellular,99.0,4,1,0,,no,165.0
23156,23156,24157,no,7863.0,no,no,cellular,59.0,6,1,0,,no,473.0
23157,23157,24158,no,1757.0,no,no,cellular,515.0,13,1,0,,no,131.0
23158,23158,24159,no,526.0,no,no,cellular,130.0,13,1,0,,no,404.0
23159,23159,24160,no,359.0,no,no,telephone,361.0,14,1,0,,no,290.0
23160,23160,24161,no,0.0,no,no,cellular,99.0,6,1,0,,no,271.0
23161,23161,24162,no,20.0,no,no,cellular,272.0,10,1,0,,no,104.0
23162,23162,24163,no,46.0,yes,no,cellular,298.0,10,1,0,,no,260.0
23163,23163,24164,no,373.0,no,no,cellular,148.0,4,1,0,,no,488.0
23164,23164,24165,no,3558.0,no,no,cellular,84.0,10,1,0,,no,330.0
23165,23165,24166,no,485.0,no,no,cellular,98.0,14,1,0,,no,282.0
23166,23166,24167,no,127.0,yes,no,cellular,20.0,17,1,0,,no,424.0
23167,23167,24168,no,6.0,no,no,cellular,26.0,16,1,0,,no,397.0
23168,23168,24169,no,0.0,no,no,cellular,58.0,4,1,0,,no,394.0
23169,23169,24170,no,1612.0,no,no,cellular,108.0,22,1,0,,no,311.0
23170,23170,24171,no,1272.0,no,no,cellular,101.0,6,1,0,,no,161.0
23171,23171,24172,no,0.0,no,no,cellular,52.0,3,1,0,,no,406.0
23172,23172,24173,no,462.0,no,no,cellular,157.0,4,1,0,,no,483.0
23173,23173,24174,no,296.0,no,no,cellular,609.0,13,1,0,,yes,144.0
23174,23174,24175,no,151.0,yes,no,cellular,86.0,6,1,0,,no,486.0
23175,23175,24176,no,56.0,no,no,cellular,94.0,6,1,0,,no,465.0
23176,23176,24177,no,730.0,no,no,cellular,108.0,6,1,0,,no,119.0
23177,23177,24178,no,3460.0,no,no,cellular,116.0,4,1,0,,no,118.0
23178,23178,24179,no,187.0,no,no,cellular,87.0,7,1,0,,no,315.0
23179,23179,24180,no,1503.0,no,no,cellular,128.0,12,1,0,,no,418.0
23180,23180,24181,no,285.0,yes,yes,cellular,27.0,8,1,0,,no,394.0
23181,23181,24182,no,0.0,no,no,cellular,581.0,6,1,0,,yes,417.0
23182,23182,24183,no,567.0,no,no,cellular,20.0,34,1,0,,no,206.0
23183,23183,24184,no,0.0,no,no,cellular,181.0,4,1,0,,no,450.0
23184,23184,24185,no,0.0,no,no,cellular,18.0,14,1,0,,no,163.0
23185,23185,24186,no,1632.0,no,no,cellular,65.0,6,1,0,,no,372.0
23186,23186,24187,no,917.0,no,no,cellular,144.0,8,1,0,,no,298.0
23187,23187,24188,no,0.0,no,no,cellular,106.0,4,1,0,,no,452.0
23188,23188,24189,no,3413.0,no,no,cellular,146.0,7,1,0,,no,127.0
23189,23189,24190,no,0.0,no,no,cellular,56.0,6,1,0,,no,221.0
23190,23190,24191,no,386.0,no,yes,cellular,185.0,5,1,0,,no,490.0
23191,23191,24192,no,40.0,no,no,cellular,1033.0,4,1,0,,yes,243.0
23192,23192,24193,no,0.0,no,no,cellular,503.0,13,1,0,,no,407.0
23193,23193,24194,no,2094.0,no,yes,cellular,95.0,6,1,0,,no,366.0
23194,23194,24195,no,656.0,yes,yes,cellular,105.0,6,1,0,,no,345.0
23195,23195,24196,no,60.0,no,no,cellular,87.0,3,1,0,,no,332.0
23196,23196,24197,no,1158.0,no,no,cellular,57.0,4,1,0,,no,429.0
23197,23197,24198,no,2673.0,no,no,cellular,219.0,4,1,0,,no,134.0
23198,23198,24199,no,39.0,no,no,cellular,281.0,5,1,0,,no,209.0
23199,23199,24200,no,143.0,no,no,cellular,57.0,6,1,0,,no,314.0
23200,23200,24201,no,487.0,no,yes,cellular,155.0,15,1,0,,no,323.0
23201,23201,24202,no,47.0,yes,no,cellular,84.0,4,1,0,,no,129.0
23202,23202,24203,no,1836.0,no,no,cellular,96.0,9,1,0,,no,159.0
23203,23203,24204,no,417.0,no,no,cellular,13.0,20,1,0,,no,220.0
23204,23204,24205,no,2396.0,no,no,cellular,1040.0,6,1,0,,yes,214.0
23205,23205,24206,no,1085.0,no,no,cellular,130.0,10,1,0,,no,114.0
23206,23206,24207,no,6563.0,no,no,cellular,136.0,8,1,0,,no,206.0
23207,23207,24208,no,51.0,no,no,telephone,39.0,9,1,0,,no,408.0
23208,23208,24209,no,1121.0,no,no,cellular,68.0,4,1,0,,no,164.0
23209,23209,24210,no,0.0,no,no,cellular,153.0,4,1,0,,no,165.0
23210,23210,24211,no,2944.0,no,no,cellular,672.0,6,1,0,,yes,223.0
23211,23211,24212,no,336.0,no,no,cellular,156.0,6,1,0,,no,162.0
23212,23212,24213,no,836.0,no,no,cellular,199.0,4,1,0,,no,377.0
23213,23213,24214,no,3724.0,yes,no,cellular,23.0,10,1,0,,no,101.0
23214,23214,24215,no,105.0,yes,yes,cellular,166.0,9,1,0,,no,474.0
23215,23215,24216,no,258.0,no,no,cellular,181.0,4,1,0,,no,325.0
23216,23216,24217,no,1647.0,no,no,cellular,39.0,13,1,0,,no,176.0
23217,23217,24218,no,917.0,yes,no,cellular,100.0,9,1,0,,no,306.0
23218,23218,24219,no,0.0,no,no,cellular,147.0,4,1,0,,no,375.0
23219,23219,24220,no,0.0,no,no,cellular,76.0,11,1,0,,no,268.0
23220,23220,24221,no,84.0,yes,no,cellular,159.0,6,1,0,,no,311.0
23221,23221,24222,no,344.0,no,no,cellular,519.0,16,1,0,,yes,467.0
23222,23222,24223,no,1.0,no,no,cellular,223.0,13,1,0,,no,368.0
23223,23223,24224,no,324.0,yes,no,cellular,203.0,2,1,0,,no,151.0
23224,23224,24225,no,2076.0,no,no,cellular,49.0,4,1,0,,no,387.0
23225,23225,24226,no,0.0,no,no,cellular,191.0,4,1,0,,no,108.0
23226,23226,24227,no,36.0,no,no,cellular,105.0,2,1,0,,no,284.0
23227,23227,24228,no,98.0,no,no,cellular,146.0,4,1,0,,no,495.0
23228,23228,24229,no,0.0,no,no,cellular,87.0,4,1,0,,no,233.0
23229,23229,24230,no,313.0,yes,no,cellular,114.0,2,1,0,,no,144.0
23230,23230,24231,no,25.0,no,no,cellular,219.0,2,1,0,,no,304.0
23231,23231,24232,no,7084.0,no,no,cellular,512.0,8,1,0,,yes,111.0
23232,23232,24233,no,6748.0,no,no,cellular,,3,1,0,,no,137.0
23233,23233,24234,no,719.0,no,no,cellular,236.0,2,1,0,,no,256.0
23234,23234,24235,no,24.0,no,no,cellular,130.0,8,1,0,,no,253.0
23235,23235,24236,no,30.0,no,no,cellular,111.0,2,1,0,,no,270.0
