,Customer_number,age,job,marital,education,Annual Income,Gender
23378,24379,50.0,management,married,secondary,279940.0,F
23379,24380,58.0,retired,married,secondary,4531813.0,F
23380,24381,50.0,services,married,secondary,2564292.0,M
23381,24382,55.0,management,married,tertiary,4220508.0,M
23382,24383,32.0,technician,single,secondary,3979464.0,F
23383,24384,50.0,blue-collar,married,secondary,2128316.0,M
23384,24385,53.0,technician,divorced,secondary,2579538.0,F
23385,24386,43.0,management,married,tertiary,4550712.0,M
23386,24387,48.0,technician,divorced,secondary,2833115.0,M
23387,24388,37.0,blue-collar,single,secondary,1553952.0,M
23388,24389,43.0,housemaid,married,secondary,2545626.0,M
23389,24390,46.0,admin.,married,secondary,1852083.0,M
23390,24391,37.0,management,married,tertiary,2922181.0,M
23391,24392,35.0,management,married,tertiary,4292556.0,M
23392,24393,36.0,services,married,secondary,259637.0,F
23393,24394,53.0,management,married,tertiary,735160.0,F
23394,24395,33.0,technician,married,secondary,1153173.0,F
23395,24396,31.0,technician,married,secondary,3833937.0,M
23396,24397,32.0,technician,single,tertiary,4712908.0,F
23397,24398,31.0,management,single,tertiary,750902.0,M
23398,24399,40.0,management,single,tertiary,441152.0,M
23399,24400,50.0,technician,divorced,secondary,2653458.0,F
23400,24401,32.0,admin.,single,tertiary,546930.0,F
23401,24402,40.0,technician,married,secondary,4831854.0,M
23402,24403,39.0,management,single,tertiary,4788230.0,F
23403,24404,53.0,management,divorced,tertiary,4532526.0,M
23404,24405,37.0,management,married,secondary,1615342.0,F
23405,24406,33.0,technician,married,tertiary,3841117.0,M
23406,24407,39.0,management,single,secondary,4869128.0,M
23407,24408,40.0,management,married,secondary,1798368.0,F
23408,24409,34.0,admin.,married,secondary,2803159.0,F
23409,24410,30.0,management,single,tertiary,3349182.0,M
23410,24411,34.0,technician,single,tertiary,1797208.0,M
23411,24412,56.0,technician,married,secondary,2290299.0,F
23412,24413,31.0,technician,single,secondary,4887320.0,F
23413,24414,37.0,entrepreneur,married,tertiary,4512109.0,F
23414,24415,34.0,management,single,tertiary,4794965.0,F
23415,24416,37.0,housemaid,single,tertiary,239949.0,F
23416,24417,49.0,management,married,tertiary,1315526.0,M
23417,24418,50.0,housemaid,married,primary,4811552.0,F
23418,24419,55.0,admin.,married,secondary,1332378.0,F
23419,24420,52.0,admin.,married,secondary,1808126.0,F
23420,24421,48.0,management,married,tertiary,1468056.0,F
23421,24422,40.0,self-employed,married,secondary,1740656.0,M
23422,24423,37.0,technician,married,secondary,4887693.0,M
23423,24424,40.0,technician,married,secondary,729013.0,M
23424,24425,47.0,management,married,tertiary,1797048.0,F
23425,24426,47.0,blue-collar,married,tertiary,4628298.0,F
23426,24427,54.0,blue-collar,married,secondary,1794658.0,M
23427,24428,33.0,management,single,tertiary,3657863.0,M
23428,24429,39.0,management,married,secondary,926249.0,M
23429,24430,32.0,self-employed,married,tertiary,573260.0,M
23430,24431,38.0,unemployed,single,secondary,414843.0,M
23431,24432,45.0,blue-collar,married,secondary,2967131.0,M
23432,24433,35.0,entrepreneur,married,tertiary,4187497.0,F
23433,24434,38.0,technician,married,secondary,1288090.0,M
23434,24435,56.0,self-employed,married,secondary,887903.0,M
23435,24436,30.0,management,single,secondary,597264.0,M
23436,24437,30.0,technician,single,tertiary,4468462.0,M
23437,24438,33.0,management,single,tertiary,2084245.0,F
23438,24439,58.0,management,single,tertiary,4900249.0,F
23439,24440,33.0,management,married,tertiary,1144645.0,M
23440,24441,31.0,technician,single,secondary,1654544.0,M
23441,24442,50.0,admin.,married,secondary,1210204.0,M
23442,24443,47.0,technician,married,secondary,4209610.0,M
23443,24444,33.0,management,single,tertiary,3000965.0,M
23444,24445,48.0,admin.,married,secondary,1789729.0,M
23445,24446,32.0,management,single,tertiary,3313166.0,F
23446,24447,33.0,management,single,tertiary,1986823.0,F
23447,24448,46.0,services,married,secondary,1794308.0,M
23448,24449,43.0,technician,divorced,secondary,1789783.0,M
23449,24450,33.0,technician,married,tertiary,618451.0,M
23450,24451,58.0,retired,married,tertiary,3115279.0,M
23451,24452,30.0,management,married,tertiary,2954965.0,M
23452,24453,59.0,management,married,tertiary,3591656.0,F
23453,24454,30.0,technician,single,secondary,4679729.0,F
23454,24455,41.0,management,married,tertiary,4041208.0,M
23455,24456,32.0,management,single,tertiary,4505633.0,M
23456,24457,31.0,technician,single,secondary,2809932.0,M
23457,24458,38.0,technician,married,secondary,1789332.0,F
23458,24459,31.0,management,married,tertiary,3250210.0,M
23459,24460,58.0,retired,married,secondary,1788480.0,M
23460,24461,41.0,technician,single,secondary,1477164.0,M
23461,24462,32.0,technician,single,secondary,3297246.0,F
23462,24463,60.0,blue-collar,married,primary,1718772.0,F
23463,24464,31.0,management,married,tertiary,2636077.0,M
23464,24465,39.0,management,married,tertiary,848026.0,M
23465,24466,58.0,management,married,tertiary,2059086.0,F
23466,24467,56.0,retired,married,primary,1786762.0,F
23467,24468,34.0,management,married,tertiary,1874976.0,M
23468,24469,52.0,blue-collar,married,primary,1786147.0,M
23469,24470,36.0,technician,married,tertiary,1167528.0,M
23470,24471,44.0,technician,married,secondary,1785966.0,M
23471,24472,34.0,self-employed,married,tertiary,3551624.0,F
23472,24473,43.0,management,single,secondary,1701139.0,F
23473,24474,36.0,technician,married,secondary,4193929.0,F
23474,24475,55.0,technician,married,secondary,4443171.0,M
23475,24476,32.0,management,married,tertiary,4355576.0,M
23476,24477,46.0,housemaid,married,secondary,2818562.0,M
23477,24478,42.0,technician,married,secondary,1763691.0,F
23478,24479,32.0,management,married,tertiary,406577.0,M
23479,24480,39.0,technician,married,tertiary,1785099.0,F
23480,24481,43.0,management,married,tertiary,2893879.0,F
23481,24482,32.0,management,single,tertiary,828966.0,M
23482,24483,45.0,management,married,secondary,4302255.0,M
23483,24484,34.0,entrepreneur,married,secondary,2735955.0,M
23484,24485,51.0,technician,divorced,tertiary,3672652.0,M
23485,24486,34.0,unemployed,married,tertiary,2671978.0,M
23486,24487,34.0,management,single,tertiary,1588093.0,M
23487,24488,40.0,technician,single,secondary,1337741.0,M
23488,24489,44.0,entrepreneur,married,tertiary,503703.0,M
23489,24490,51.0,management,married,secondary,2041037.0,M
23490,24491,51.0,blue-collar,married,primary,1783722.0,F
23491,24492,52.0,management,married,tertiary,4626509.0,M
23492,24493,57.0,management,married,tertiary,4974290.0,M
23493,24494,36.0,management,divorced,tertiary,2304247.0,M
23494,24495,33.0,technician,married,secondary,3345513.0,M
23495,24496,53.0,services,married,secondary,2209492.0,F
23496,24497,57.0,management,married,tertiary,4044755.0,F
23497,24498,32.0,management,single,tertiary,3270738.0,M
23498,24499,57.0,blue-collar,married,,4568832.0,F
23499,24500,31.0,management,married,tertiary,1781334.0,F
23500,24501,30.0,technician,single,tertiary,3734274.0,F
23501,24502,56.0,retired,married,primary,4383927.0,F
23502,24503,37.0,management,married,secondary,4441090.0,F
23503,24504,35.0,technician,married,secondary,926351.0,M
23504,24505,41.0,management,married,tertiary,2907434.0,F
23505,24506,34.0,management,married,tertiary,1639842.0,F
23506,24507,44.0,management,married,tertiary,2322451.0,M
23507,24508,40.0,technician,married,secondary,3293109.0,M
23508,24509,31.0,management,married,tertiary,4415241.0,F
23509,24510,41.0,technician,married,secondary,3078868.0,F
23510,24511,32.0,management,married,tertiary,1441980.0,F
23511,24512,37.0,management,married,tertiary,1099450.0,F
23512,24513,33.0,technician,single,tertiary,1144107.0,F
23513,24514,33.0,management,married,secondary,813795.0,M
23514,24515,52.0,management,married,tertiary,1781064.0,F
23515,24516,49.0,housemaid,married,secondary,1703674.0,F
23516,24517,53.0,housemaid,married,primary,2760644.0,M
23517,24518,54.0,services,married,tertiary,2692635.0,F
23518,24519,59.0,management,divorced,tertiary,211336.0,F
23519,24520,30.0,technician,single,secondary,567857.0,F
23520,24521,34.0,technician,single,tertiary,1774416.0,F
23521,24522,42.0,management,married,secondary,1773705.0,F
23522,24523,59.0,management,divorced,tertiary,1314898.0,M
23523,24524,42.0,management,single,tertiary,1804171.0,M
23524,24525,43.0,management,single,tertiary,1997615.0,M
23525,24526,40.0,management,married,tertiary,4605059.0,M
23526,24527,43.0,management,married,tertiary,3707173.0,F
23527,24528,60.0,retired,married,,4360658.0,M
23528,24529,47.0,technician,divorced,secondary,1772496.0,M
23529,24530,57.0,retired,married,primary,4327564.0,M
23530,24531,37.0,management,married,tertiary,2897925.0,M
23531,24532,42.0,management,married,tertiary,1770661.0,M
23532,24533,36.0,management,married,tertiary,407542.0,F
23533,24534,55.0,housemaid,married,primary,3868259.0,M
23534,24535,32.0,management,married,tertiary,3244887.0,M
23535,24536,49.0,,married,secondary,647324.0,F
23536,24537,32.0,housemaid,married,secondary,852640.0,M
23537,24538,31.0,technician,single,tertiary,960993.0,F
23538,24539,37.0,technician,married,secondary,3579719.0,F
23539,24540,32.0,technician,single,secondary,1739961.0,F
23540,24541,46.0,technician,married,secondary,4801363.0,F
23541,24542,31.0,technician,single,secondary,3428972.0,F
23542,24543,33.0,management,single,tertiary,4185235.0,F
23543,24544,43.0,technician,divorced,secondary,1211132.0,F
23544,24545,50.0,blue-collar,married,secondary,236346.0,M
23545,24546,50.0,blue-collar,married,primary,3238219.0,M
23546,24547,34.0,technician,married,secondary,3830306.0,M
23547,24548,32.0,management,married,tertiary,1909814.0,M
23548,24549,46.0,management,married,tertiary,1769118.0,M
23549,24550,31.0,management,married,tertiary,1000339.0,F
23550,24551,45.0,blue-collar,married,primary,1933958.0,F
23551,24552,50.0,services,married,secondary,949339.0,F
23552,24553,31.0,admin.,married,secondary,3687263.0,F
23553,24554,34.0,technician,single,secondary,1216926.0,M
23554,24555,30.0,management,single,tertiary,2883835.0,M
23555,24556,59.0,retired,married,secondary,858092.0,M
23556,24557,34.0,unemployed,single,tertiary,4002748.0,F
23557,24558,44.0,technician,divorced,secondary,2587805.0,M
23558,24559,32.0,technician,single,tertiary,653532.0,F
23559,24560,32.0,unemployed,single,tertiary,1055564.0,F
23560,24561,55.0,retired,married,secondary,4707013.0,M
23561,24562,42.0,technician,divorced,secondary,3708969.0,M
23562,24563,36.0,technician,married,secondary,472248.0,M
23563,24564,30.0,technician,single,tertiary,1678434.0,F
23564,24565,53.0,management,married,tertiary,3072680.0,M
23565,24566,55.0,retired,married,secondary,1086134.0,F
23566,24567,50.0,technician,married,secondary,1767106.0,M
23567,24568,43.0,technician,married,tertiary,681028.0,F
23568,24569,60.0,retired,married,tertiary,623441.0,F
23569,24570,42.0,management,single,tertiary,2046120.0,F
23570,24571,34.0,management,single,tertiary,306238.0,F
23571,24572,38.0,student,married,secondary,4681731.0,F
23572,24573,37.0,management,married,tertiary,4441091.0,F
23573,24574,41.0,technician,married,secondary,3978389.0,M
23574,24575,59.0,retired,married,secondary,371221.0,F
23575,24576,46.0,management,married,tertiary,924490.0,F
23576,24577,34.0,technician,married,secondary,4716211.0,M
23577,24578,40.0,technician,married,secondary,666983.0,F
23578,24579,37.0,management,married,secondary,3877215.0,F
23579,24580,44.0,management,divorced,tertiary,4812844.0,F
23580,24581,30.0,technician,single,tertiary,4862159.0,M
23581,24582,32.0,services,single,tertiary,4380271.0,M
23582,24583,50.0,blue-collar,married,secondary,4877138.0,M
23583,24584,42.0,technician,married,secondary,4969352.0,F
23584,24585,42.0,technician,divorced,secondary,3859076.0,M
23585,24586,59.0,retired,married,secondary,482673.0,M
23586,24587,44.0,management,married,tertiary,1896954.0,M
23587,24588,47.0,services,married,,4432727.0,M
23588,24589,52.0,technician,married,tertiary,2493310.0,F
23589,24590,55.0,admin.,married,secondary,1877223.0,F
23590,24591,44.0,technician,married,secondary,2109792.0,M
23591,24592,59.0,retired,married,secondary,3026742.0,M
23592,24593,46.0,technician,single,tertiary,3894977.0,M
23593,24594,44.0,self-employed,married,tertiary,1831866.0,F
23594,24595,53.0,blue-collar,married,primary,4112805.0,F
23595,24596,39.0,management,married,tertiary,4658002.0,F
23596,24597,35.0,technician,divorced,secondary,2835235.0,F
23597,24598,48.0,housemaid,married,tertiary,3874406.0,M
23598,24599,36.0,technician,married,tertiary,1857426.0,F
23599,24600,33.0,management,married,tertiary,1521139.0,M
23600,24601,51.0,services,married,,3951481.0,M
23601,24602,32.0,entrepreneur,single,tertiary,1258579.0,M
23602,24603,37.0,technician,married,secondary,4339393.0,M
23603,24604,42.0,technician,married,secondary,4886644.0,F
23604,24605,43.0,management,married,tertiary,2642316.0,M
23605,24606,42.0,services,married,secondary,2618205.0,F
23606,24607,39.0,housemaid,married,tertiary,4653150.0,M
23607,24608,32.0,technician,divorced,secondary,1766773.0,F
23608,24609,52.0,management,married,tertiary,3961036.0,M
23609,24610,31.0,self-employed,married,tertiary,2031801.0,M
23610,24611,47.0,admin.,divorced,secondary,2171354.0,M
23611,24612,32.0,management,married,tertiary,2934210.0,F
23612,24613,40.0,housemaid,married,primary,1858059.0,F
23613,24614,48.0,technician,married,secondary,4975681.0,M
23614,24615,54.0,management,divorced,tertiary,3940359.0,M
23615,24616,43.0,management,divorced,tertiary,4641929.0,M
23616,24617,48.0,management,married,tertiary,482093.0,M
23617,24618,55.0,services,married,secondary,4026671.0,M
23618,24619,37.0,technician,married,secondary,4990843.0,M
23619,24620,36.0,technician,married,secondary,1766464.0,F
23620,24621,58.0,housemaid,married,primary,2978901.0,M
23621,24622,31.0,technician,single,secondary,596137.0,M
23622,24623,31.0,management,single,tertiary,2079015.0,F
23623,24624,56.0,retired,married,secondary,3681883.0,M
23624,24625,49.0,services,married,secondary,4972565.0,F
23625,24626,34.0,technician,married,secondary,4891026.0,F
23626,24627,38.0,management,married,tertiary,2179366.0,F
23627,24628,31.0,housemaid,married,tertiary,1980798.0,F
23628,24629,33.0,technician,single,secondary,935980.0,M
23629,24630,40.0,technician,married,tertiary,1937652.0,M
23630,24631,33.0,management,single,tertiary,2907932.0,F
23631,24632,32.0,admin.,single,tertiary,3209368.0,M
23632,24633,34.0,technician,single,secondary,393787.0,F
23633,24634,30.0,management,single,tertiary,693732.0,F
23634,24635,50.0,housemaid,married,primary,3931083.0,F
23635,24636,55.0,management,divorced,tertiary,4775551.0,F
23636,24637,60.0,self-employed,married,secondary,241816.0,F
23637,24638,53.0,management,married,tertiary,4889112.0,F
23638,24639,45.0,blue-collar,married,secondary,1765822.0,M
23639,24640,53.0,blue-collar,married,secondary,3370485.0,F
23640,24641,31.0,management,single,tertiary,3207518.0,M
23641,24642,34.0,technician,married,secondary,1765265.0,F
23642,24643,54.0,management,married,tertiary,4941742.0,M
23643,24644,34.0,management,single,tertiary,382224.0,M
23644,24645,48.0,blue-collar,married,,2942433.0,F
23645,24646,37.0,technician,married,tertiary,1908175.0,M
23646,24647,45.0,blue-collar,married,primary,1020350.0,M
23647,24648,33.0,self-employed,married,secondary,3405394.0,F
23648,24649,33.0,management,single,tertiary,2206833.0,M
23649,24650,48.0,housemaid,married,primary,3058655.0,F
23650,24651,53.0,services,married,secondary,4992872.0,F
23651,24652,52.0,services,married,secondary,626848.0,F
23652,24653,32.0,technician,single,tertiary,4225613.0,M
23653,24654,33.0,technician,single,tertiary,2369767.0,F
23654,24655,39.0,technician,married,tertiary,3479095.0,M
23655,24656,35.0,technician,married,tertiary,4617135.0,M
23656,24657,51.0,blue-collar,married,secondary,741760.0,F
23657,24658,34.0,management,single,tertiary,1429000.0,M
23658,24659,35.0,technician,single,secondary,4211920.0,M
23659,24660,30.0,technician,single,secondary,4513787.0,M
23660,24661,52.0,technician,married,secondary,1435992.0,F
23661,24662,48.0,blue-collar,married,primary,2705862.0,M
23662,24663,36.0,technician,single,tertiary,4673524.0,M
23663,24664,30.0,technician,divorced,secondary,2708129.0,F
23664,24665,57.0,retired,married,,1765050.0,M
23665,24666,55.0,admin.,married,secondary,1764316.0,M
23666,24667,30.0,technician,married,tertiary,1175842.0,M
23667,24668,48.0,housemaid,single,secondary,497591.0,M
23668,24669,45.0,self-employed,married,secondary,344400.0,M
23669,24670,36.0,management,married,tertiary,3224831.0,M
23670,24671,36.0,technician,divorced,tertiary,2534767.0,M
23671,24672,31.0,management,single,tertiary,3667960.0,M
23672,24673,41.0,technician,married,secondary,4638915.0,M
23673,24674,33.0,management,single,tertiary,2750826.0,M
23674,24675,34.0,technician,married,secondary,401730.0,M
23675,24676,43.0,management,married,tertiary,913732.0,M
23676,24677,31.0,management,married,tertiary,1230370.0,F
23677,24678,45.0,self-employed,married,tertiary,3229764.0,F
23678,24679,32.0,technician,single,tertiary,4300513.0,M
23679,24680,32.0,technician,married,secondary,1762726.0,M
23680,24681,38.0,management,married,tertiary,4485848.0,M
23681,24682,42.0,self-employed,married,tertiary,2581969.0,F
23682,24683,52.0,technician,married,secondary,652275.0,M
23683,24684,40.0,management,married,tertiary,3802703.0,M
23684,24685,53.0,management,divorced,tertiary,1860719.0,F
23685,24686,39.0,technician,single,tertiary,1269981.0,F
23686,24687,54.0,admin.,married,secondary,1148124.0,M
23687,24688,34.0,technician,married,secondary,4740573.0,M
23688,24689,35.0,management,single,tertiary,1761098.0,F
23689,24690,45.0,technician,married,secondary,1474684.0,M
23690,24691,45.0,technician,divorced,secondary,3792841.0,M
23691,24692,47.0,services,married,secondary,961718.0,M
23692,24693,34.0,management,single,secondary,2081894.0,F
23693,24694,36.0,technician,single,secondary,4283495.0,M
23694,24695,30.0,technician,married,secondary,4472516.0,F
23695,24696,35.0,technician,single,tertiary,2511093.0,F
23696,24697,35.0,technician,married,secondary,1759599.0,F
23697,24698,44.0,management,married,tertiary,1327482.0,M
23698,24699,34.0,management,single,tertiary,790009.0,M
23699,24700,30.0,technician,married,tertiary,3212204.0,F
23700,24701,41.0,technician,married,secondary,3072366.0,M
23701,24702,38.0,management,single,tertiary,2089948.0,M
23702,24703,41.0,technician,divorced,secondary,1395120.0,F
23703,24704,37.0,self-employed,married,tertiary,3771701.0,M
23704,24705,52.0,blue-collar,married,secondary,1297329.0,M
23705,24706,43.0,housemaid,married,primary,4309556.0,M
23706,24707,60.0,retired,married,tertiary,2245167.0,M
23707,24708,34.0,technician,married,secondary,2309857.0,M
23708,24709,34.0,management,married,tertiary,2625046.0,M
23709,24710,39.0,management,divorced,tertiary,4043871.0,M
23710,24711,44.0,management,married,tertiary,836988.0,F
23711,24712,51.0,housemaid,married,primary,1269298.0,M
23712,24713,52.0,blue-collar,married,primary,1756470.0,F
23713,24714,40.0,technician,married,secondary,4525709.0,M
23714,24715,47.0,blue-collar,married,primary,1252267.0,M
23715,24716,40.0,technician,married,secondary,349452.0,F
23716,24717,32.0,management,single,tertiary,1028877.0,M
23717,24718,50.0,blue-collar,married,primary,4348755.0,M
23718,24719,31.0,technician,single,tertiary,1756367.0,M
23719,24720,33.0,management,married,tertiary,3126106.0,M
23720,24721,60.0,retired,married,secondary,2405766.0,M
23721,24722,33.0,technician,married,secondary,2930464.0,F
23722,24723,31.0,management,single,tertiary,2054653.0,M
23723,24724,31.0,technician,single,secondary,4152032.0,M
23724,24725,33.0,technician,single,tertiary,738230.0,M
23725,24726,58.0,blue-collar,married,primary,732590.0,M
23726,24727,49.0,management,married,tertiary,1709008.0,M
23727,24728,35.0,management,single,tertiary,3964385.0,M
23728,24729,43.0,technician,divorced,tertiary,2528163.0,M
23729,24730,44.0,management,married,tertiary,3331572.0,F
23730,24731,35.0,technician,married,secondary,1095087.0,M
23731,24732,31.0,technician,single,tertiary,249255.0,M
23732,24733,33.0,technician,married,secondary,2543341.0,F
23733,24734,48.0,management,single,tertiary,4560837.0,F
23734,24735,30.0,technician,single,secondary,4267133.0,M
23735,24736,43.0,management,single,tertiary,717603.0,M
23736,24737,59.0,retired,married,primary,267527.0,M
23737,24738,51.0,admin.,married,tertiary,1353895.0,F
23738,24739,36.0,management,married,tertiary,807519.0,M
23739,24740,49.0,management,single,tertiary,993861.0,M
23740,24741,59.0,retired,married,primary,2224297.0,M
23741,24742,42.0,technician,married,secondary,1832251.0,F
23742,24743,47.0,blue-collar,married,primary,2001798.0,F
23743,24744,32.0,technician,single,secondary,1089610.0,F
23744,24745,36.0,technician,married,tertiary,4893606.0,M
23745,24746,60.0,retired,married,tertiary,2172977.0,M
23746,24747,55.0,retired,married,secondary,1682326.0,M
23747,24748,45.0,blue-collar,married,primary,4238469.0,F
23748,24749,34.0,management,single,tertiary,1754868.0,F
23749,24750,32.0,technician,married,secondary,1993273.0,F
23750,24751,35.0,technician,married,secondary,981111.0,M
23751,24752,30.0,technician,single,secondary,3572478.0,M
23752,24753,31.0,technician,single,secondary,408396.0,M
23753,24754,30.0,management,single,tertiary,922356.0,M
23754,24755,35.0,management,married,tertiary,4069906.0,F
23755,24756,49.0,blue-collar,married,primary,2426784.0,M
23756,24757,35.0,technician,single,secondary,1754471.0,M
23757,24758,32.0,technician,married,secondary,1754028.0,M
23758,24759,58.0,management,married,tertiary,3862285.0,F
23759,24760,30.0,management,married,tertiary,4792271.0,F
23760,24761,38.0,technician,married,secondary,1983405.0,M
23761,24762,35.0,technician,single,tertiary,4551794.0,M
23762,24763,60.0,management,married,tertiary,3807457.0,M
23763,24764,36.0,technician,married,secondary,2796598.0,M
23764,24765,56.0,blue-collar,married,primary,3197829.0,F
23765,24766,46.0,technician,married,secondary,896487.0,M
23766,24767,43.0,management,single,tertiary,1768439.0,M
23767,24768,41.0,technician,divorced,secondary,319037.0,M
23768,24769,31.0,technician,married,secondary,583009.0,F
23769,24770,48.0,blue-collar,married,primary,682184.0,F
23770,24771,60.0,technician,divorced,secondary,1751946.0,M
23771,24772,36.0,technician,single,secondary,3526861.0,M
23772,24773,34.0,management,single,tertiary,4791556.0,M
23773,24774,58.0,retired,married,tertiary,1220833.0,M
23774,24775,45.0,technician,married,tertiary,906557.0,F
23775,24776,39.0,management,married,tertiary,1751358.0,M
23776,24777,55.0,technician,married,secondary,4831915.0,F
23777,24778,32.0,technician,married,secondary,3179274.0,M
23778,24779,41.0,management,single,tertiary,261053.0,F
23779,24780,32.0,technician,married,secondary,3630502.0,F
23780,24781,32.0,technician,single,secondary,2471522.0,F
23781,24782,31.0,management,single,tertiary,1595240.0,F
23782,24783,33.0,management,single,tertiary,378046.0,F
23783,24784,36.0,technician,married,secondary,3354040.0,F
23784,24785,35.0,technician,single,secondary,2916477.0,M
23785,24786,38.0,self-employed,married,tertiary,4113845.0,F
23786,24787,36.0,technician,married,secondary,1409680.0,M
23787,24788,47.0,blue-collar,married,primary,2290219.0,M
23788,24789,31.0,technician,married,tertiary,2562767.0,F
23789,24790,49.0,services,married,secondary,2006704.0,M
23790,24791,59.0,technician,divorced,secondary,985890.0,M
23791,24792,37.0,management,married,tertiary,847381.0,M
23792,24793,42.0,technician,married,secondary,895597.0,M
23793,24794,46.0,blue-collar,married,secondary,1173724.0,M
23794,24795,35.0,technician,married,tertiary,2334165.0,M
23795,24796,51.0,blue-collar,married,primary,3056017.0,F
23796,24797,41.0,technician,single,tertiary,1550051.0,F
23797,24798,35.0,technician,divorced,secondary,4903721.0,F
23798,24799,34.0,management,single,tertiary,1751351.0,F
23799,24800,38.0,technician,divorced,tertiary,560678.0,F
23800,24801,33.0,technician,married,secondary,1577694.0,F
23801,24802,36.0,technician,single,secondary,4055313.0,F
23802,24803,33.0,technician,married,secondary,2316954.0,M
23803,24804,31.0,management,single,tertiary,2435045.0,M
23804,24805,45.0,self-employed,married,primary,4911696.0,M
23805,24806,32.0,management,married,tertiary,3501127.0,F
23806,24807,34.0,management,married,tertiary,1928265.0,F
23807,24808,33.0,services,married,secondary,4523630.0,M
23808,24809,47.0,admin.,married,secondary,639939.0,M
23809,24810,37.0,technician,married,tertiary,2955886.0,M
23810,24811,35.0,technician,divorced,secondary,4780723.0,F
23811,24812,37.0,management,single,secondary,3702520.0,M
23812,24813,60.0,retired,married,tertiary,1317005.0,F
23813,24814,38.0,technician,married,secondary,2249293.0,F
23814,24815,38.0,technician,single,secondary,3666389.0,M
23815,24816,30.0,technician,married,secondary,1605047.0,F
23816,24817,47.0,technician,divorced,tertiary,3148790.0,F
23817,24818,40.0,management,married,tertiary,4768622.0,M
23818,24819,47.0,blue-collar,married,primary,3873661.0,F
23819,24820,53.0,admin.,married,secondary,1407949.0,F
23820,24821,48.0,blue-collar,married,secondary,267846.0,M
23821,24822,46.0,management,married,tertiary,3799308.0,M
23822,24823,36.0,technician,single,secondary,1719870.0,M
23823,24824,33.0,management,married,tertiary,653727.0,F
23824,24825,56.0,management,married,tertiary,4948426.0,M
23825,24826,32.0,management,married,tertiary,1375021.0,M
23826,24827,35.0,technician,single,secondary,962370.0,F
23827,24828,32.0,technician,single,secondary,1748441.0,M
23828,24829,45.0,management,married,tertiary,962346.0,M
23829,24830,45.0,technician,divorced,secondary,2018037.0,F
23830,24831,35.0,,married,primary,1483685.0,F
23831,24832,37.0,technician,single,tertiary,3107555.0,M
23832,24833,51.0,blue-collar,married,primary,3492782.0,M
23833,24834,35.0,technician,married,tertiary,1318100.0,F
23834,24835,47.0,self-employed,married,secondary,2796897.0,F
23835,24836,32.0,management,single,tertiary,1692645.0,M
23836,24837,35.0,management,single,tertiary,687129.0,F
23837,24838,31.0,management,single,tertiary,1789011.0,F
23838,24839,46.0,management,single,tertiary,2974472.0,F
23839,24840,49.0,management,married,tertiary,747523.0,F
23840,24841,45.0,technician,married,secondary,3019694.0,F
23841,24842,33.0,technician,married,secondary,1745919.0,F
23842,24843,51.0,admin.,married,secondary,3789439.0,F
23843,24844,59.0,retired,married,secondary,3489274.0,F
23844,24845,48.0,management,divorced,tertiary,2129059.0,F
23845,24846,57.0,admin.,married,secondary,1665854.0,F
23846,24847,33.0,technician,married,tertiary,3764555.0,M
23847,24848,39.0,housemaid,divorced,primary,2288475.0,M
23848,24849,39.0,management,single,tertiary,955316.0,M
23849,24850,42.0,technician,divorced,secondary,4098446.0,M
23850,24851,37.0,management,married,tertiary,4083583.0,F
23851,24852,30.0,management,single,tertiary,4743173.0,F
23852,24853,46.0,blue-collar,married,secondary,1593350.0,M
23853,24854,33.0,technician,married,secondary,4157439.0,M
23854,24855,49.0,management,single,secondary,3224392.0,F
23855,24856,36.0,self-employed,married,primary,2300612.0,F
23856,24857,31.0,services,single,secondary,1980084.0,M
23857,24858,34.0,management,married,tertiary,4098868.0,F
23858,24859,35.0,technician,married,secondary,1745759.0,F
23859,24860,56.0,management,married,tertiary,4178045.0,M
23860,24861,32.0,technician,single,secondary,4013725.0,F
23861,24862,33.0,management,married,tertiary,4111697.0,F
23862,24863,48.0,blue-collar,married,secondary,3861125.0,M
23863,24864,34.0,admin.,married,secondary,1489202.0,M
23864,24865,35.0,technician,single,tertiary,445685.0,M
23865,24866,32.0,technician,married,secondary,3490410.0,M
23866,24867,58.0,services,married,secondary,2789078.0,M
23867,24868,31.0,technician,single,secondary,1473511.0,M
23868,24869,33.0,technician,single,tertiary,3663828.0,F
23869,24870,32.0,management,single,tertiary,2527811.0,M
23870,24871,31.0,technician,single,secondary,1743808.0,F
23871,24872,59.0,self-employed,married,tertiary,1160225.0,F
23872,24873,48.0,technician,married,tertiary,3202115.0,M
23873,24874,32.0,management,single,tertiary,3717376.0,F
23874,24875,36.0,management,married,tertiary,3747624.0,M
23875,24876,33.0,technician,married,secondary,2291069.0,M
23876,24877,38.0,admin.,divorced,secondary,3473908.0,M
23877,24878,54.0,technician,married,secondary,690207.0,F
23878,24879,39.0,management,married,tertiary,4689021.0,M
23879,24880,48.0,technician,divorced,secondary,3371885.0,F
23880,24881,31.0,technician,single,secondary,1927703.0,F
23881,24882,56.0,services,married,,3909365.0,F
23882,24883,34.0,technician,single,secondary,4452896.0,M
23883,24884,39.0,management,divorced,tertiary,2503898.0,M
23884,24885,31.0,technician,married,secondary,2381063.0,M
23885,24886,55.0,management,single,tertiary,3872911.0,F
23886,24887,50.0,management,divorced,tertiary,1221106.0,F
